"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr3-184040365-184041138",0.00664639508885374,0.519289904830259,0.25,0.054,1,"FCGR3A+ Mono","chr3-184040365-184041138"
"chr20-4867433-4867807",0.00667092598332324,0.521435579089626,0.15,0.01,1,"FCGR3A+ Mono","chr20-4867433-4867807"
"chr1-232106424-232107772",0.00669062604760195,0.530165968706804,0.2,0.027,1,"FCGR3A+ Mono","chr1-232106424-232107772"
"chr20-46399581-46400273",0.00669302370140671,0.543043921916271,0.2,0.03,1,"FCGR3A+ Mono","chr20-46399581-46400273"
"chr8-28762935-28763344",0.00670378095971637,0.527042001729731,0.15,0.011,1,"FCGR3A+ Mono","chr8-28762935-28763344"
"chr2-128919744-128920496",0.00672001550189183,0.525590945786118,0.25,0.049,1,"FCGR3A+ Mono","chr2-128919744-128920496"
"chr1-200611481-200612072",0.00672978805264649,0.529432546073915,0.25,0.042,1,"FCGR3A+ Mono","chr1-200611481-200612072"
"chr11-33912659-33913876",0.0067302654953504,0.525132285284662,0.3,0.057,1,"FCGR3A+ Mono","chr11-33912659-33913876"
"chr9-132682091-132682540",0.00675865073424348,0.518002623877141,0.15,0.015,1,"FCGR3A+ Mono","chr9-132682091-132682540"
"chr17-77706576-77707479",0.00677399959900575,0.510841409392533,0.25,0.039,1,"FCGR3A+ Mono","chr17-77706576-77707479"
"chr5-95255424-95255719",0.00682595498101535,0.511048389986378,0.1,0.007,1,"FCGR3A+ Mono","chr5-95255424-95255719"
"chr11-73289971-73290142",0.00683094314213158,0.524403610321322,0.1,0.006,1,"FCGR3A+ Mono","chr11-73289971-73290142"
"chr18-48633467-48633927",0.0068339129199938,0.534183627005843,0.15,0.012,1,"FCGR3A+ Mono","chr18-48633467-48633927"
"chr2-237623657-237624122",0.00684265966169093,0.526061460549937,0.15,0.016,1,"FCGR3A+ Mono","chr2-237623657-237624122"
"chr3-72263624-72264164",0.00687063287765835,0.525032707983929,0.15,0.013,1,"FCGR3A+ Mono","chr3-72263624-72264164"
"chr1-90418717-90419021",0.0068862506350749,0.500275886850024,0.1,0.007,1,"FCGR3A+ Mono","chr1-90418717-90419021"
"chr6-111912530-111913018",0.00692658677259739,0.520162089454888,0.15,0.014,1,"FCGR3A+ Mono","chr6-111912530-111913018"
"chr5-50013317-50013965",0.00693615349476858,0.534409133268626,0.2,0.028,1,"FCGR3A+ Mono","chr5-50013317-50013965"
"chr17-5514198-5514821",0.00694180871286314,0.533307693604232,0.2,0.033,1,"FCGR3A+ Mono","chr17-5514198-5514821"
"chr22-31643673-31644619",0.006956707801588,0.502638067912101,0.25,0.047,1,"FCGR3A+ Mono","chr22-31643673-31644619"
"chr17-45742973-45743518",0.00696434068735562,0.533173670601223,0.15,0.017,1,"FCGR3A+ Mono","chr17-45742973-45743518"
"chr16-11918123-11918721",0.00696837736142995,0.53520309254394,0.2,0.036,1,"FCGR3A+ Mono","chr16-11918123-11918721"
"chr7-17672637-17673170",0.006977677527887,0.537151469740033,0.15,0.016,1,"FCGR3A+ Mono","chr7-17672637-17673170"
"chr21-37449593-37449980",0.00700617929709992,0.504159193463065,0.1,0.007,1,"FCGR3A+ Mono","chr21-37449593-37449980"
"chr1-93393438-933937301",0.0070248911587852,0.501416579070772,0.1,0.006,1,"FCGR3A+ Mono","chr1-93393438-93393730"
"chr7-38433529-38434997",0.00703994613803659,0.504502876411264,0.3,0.08,1,"FCGR3A+ Mono","chr7-38433529-38434997"
"chr12-26487731-26487918",0.00706704079423471,0.514099325374822,0.1,0.006,1,"FCGR3A+ Mono","chr12-26487731-26487918"
"chr6-271205-271492",0.00709688002975047,0.512574797730084,0.1,0.007,1,"FCGR3A+ Mono","chr6-271205-271492"
"chr19-33907086-33907693",0.00709868340566056,0.517355097241909,0.15,0.013,1,"FCGR3A+ Mono","chr19-33907086-33907693"
"chr19-667540-668042",0.00710632636849276,0.518775155118875,0.2,0.022,1,"FCGR3A+ Mono","chr19-667540-668042"
"chr2-43251583-43252106",0.00711268070045258,0.531673345460753,0.15,0.014,1,"FCGR3A+ Mono","chr2-43251583-43252106"
"chr14-101143818-101144337",0.00714708495522749,0.530095099786563,0.2,0.022,1,"FCGR3A+ Mono","chr14-101143818-101144337"
"chr16-68150118-68150542",0.00715336201831538,0.512551908190401,0.1,0.007,1,"FCGR3A+ Mono","chr16-68150118-68150542"
"chr6-11404150-11405555",0.00716007668451089,0.523748982146542,0.25,0.046,1,"FCGR3A+ Mono","chr6-11404150-11405555"
"chr1-212925557-212926743",0.00718635416891634,0.511269915534936,0.3,0.068,1,"FCGR3A+ Mono","chr1-212925557-212926743"
"chr20-56033452-56033919",0.00721307567766919,0.523582524285899,0.15,0.011,1,"FCGR3A+ Mono","chr20-56033452-56033919"
"chr12-125178810-125179888",0.00721782041510285,0.523307989926466,0.2,0.027,1,"FCGR3A+ Mono","chr12-125178810-125179888"
"chr15-70641172-70641851",0.00722828562612842,0.527979695757619,0.25,0.05,1,"FCGR3A+ Mono","chr15-70641172-70641851"
"chr15-51973403-51973970",0.00723064221171921,0.515753626653665,0.2,0.029,1,"FCGR3A+ Mono","chr15-51973403-51973970"
"chr19-16389889-16390500",0.00724134919808279,0.521970653641117,0.25,0.039,1,"FCGR3A+ Mono","chr19-16389889-16390500"
"chr16-85028078-85029551",0.00725211278781417,0.508631061843454,0.25,0.044,1,"FCGR3A+ Mono","chr16-85028078-85029551"
"chr15-56234509-56234950",0.00725896361353215,0.539905979239408,0.15,0.017,1,"FCGR3A+ Mono","chr15-56234509-56234950"
"chr4-68192973-68193330",0.00726232260706656,0.528695994262797,0.1,0.008,1,"FCGR3A+ Mono","chr4-68192973-68193330"
"chr1-153327897-153328414",0.00728225924574229,0.533385075720312,0.2,0.025,1,"FCGR3A+ Mono","chr1-153327897-153328414"
"chr10-104956814-104957413",0.00728456801984171,0.520924086406697,0.25,0.041,1,"FCGR3A+ Mono","chr10-104956814-104957413"
"chr4-77129499-77130031",0.00730355852824176,0.533831024769238,0.2,0.023,1,"FCGR3A+ Mono","chr4-77129499-77130031"
"chr10-3944277-39453141",0.00730773718940642,0.525330960604733,0.25,0.037,1,"FCGR3A+ Mono","chr10-3944277-3945314"
"chr14-74261329-74261967",0.00732082161082701,0.527151653655436,0.2,0.023,1,"FCGR3A+ Mono","chr14-74261329-74261967"
"chrX-153168711-153170272",0.00733588210884092,0.514486316960278,0.25,0.039,1,"FCGR3A+ Mono","chrX-153168711-153170272"
"chr4-15404666-15404951",0.00734884845618687,0.502588430347152,0.1,0.005,1,"FCGR3A+ Mono","chr4-15404666-15404951"
"chr2-38615144-38616373",0.00737408863496555,0.512541986568637,0.25,0.044,1,"FCGR3A+ Mono","chr2-38615144-38616373"
"chr14-92956493-92956936",0.00740771022671503,0.508732316457528,0.15,0.013,1,"FCGR3A+ Mono","chr14-92956493-92956936"
"chr15-38426400-38426911",0.00742638169875009,0.5331751740314,0.15,0.019,1,"FCGR3A+ Mono","chr15-38426400-38426911"
"chr6-32668207-32668702",0.00742773892061035,0.530329257720537,0.15,0.016,1,"FCGR3A+ Mono","chr6-32668207-32668702"
"chr2-43245366-43245960",0.00744531012567235,0.521282778482872,0.25,0.043,1,"FCGR3A+ Mono","chr2-43245366-43245960"
"chr15-40672125-40672355",0.00746238027929526,0.507042118193967,0.1,0.006,1,"FCGR3A+ Mono","chr15-40672125-40672355"
"chr20-23116254-23117023",0.00750679190622653,0.527112816463798,0.2,0.035,1,"FCGR3A+ Mono","chr20-23116254-23117023"
"chr2-40611812-40612320",0.00750776627917561,0.518068501795906,0.2,0.026,1,"FCGR3A+ Mono","chr2-40611812-40612320"
"chr10-97552059-97553798",0.00752037472431819,0.52223646567193,0.25,0.052,1,"FCGR3A+ Mono","chr10-97552059-97553798"
"chr8-67664370-67665041",0.00755047198395621,0.50334267377414,0.15,0.012,1,"FCGR3A+ Mono","chr8-67664370-67665041"
"chr18-9869886-9870316",0.00758448759489606,0.513427872615569,0.1,0.007,1,"FCGR3A+ Mono","chr18-9869886-9870316"
"chr17-25853338-25854104",0.00758669322739772,0.523509122565048,0.2,0.038,1,"FCGR3A+ Mono","chr17-25853338-25854104"
"chr12-123204691-123205507",0.00759380524252307,0.514079355869383,0.25,0.047,1,"FCGR3A+ Mono","chr12-123204691-123205507"
"chr1-203761883-203762247",0.00760706585968206,0.514413000699904,0.1,0.005,1,"FCGR3A+ Mono","chr1-203761883-203762247"
"chr3-177332698-177333334",0.00760770028043991,0.522411947737361,0.2,0.038,1,"FCGR3A+ Mono","chr3-177332698-177333334"
"chr22-45667830-45668246",0.007608842443501,0.507595241587072,0.15,0.013,1,"FCGR3A+ Mono","chr22-45667830-45668246"
"chr19-16777868-16778328",0.00761808656898938,0.515868427520219,0.15,0.013,1,"FCGR3A+ Mono","chr19-16777868-16778328"
"chr7-75476901-75477565",0.00761952333109662,0.528804678212644,0.25,0.041,1,"FCGR3A+ Mono","chr7-75476901-75477565"
"chr17-21355585-21356190",0.00762658071524672,0.515143411386273,0.2,0.036,1,"FCGR3A+ Mono","chr17-21355585-21356190"
"chr9-75204578-75205048",0.0076266435161768,0.522811845465878,0.15,0.014,1,"FCGR3A+ Mono","chr9-75204578-75205048"
"chr12-20061690-20062204",0.00765569733195072,0.516934572656202,0.2,0.026,1,"FCGR3A+ Mono","chr12-20061690-20062204"
"chr16-84784649-84786053",0.00767271625227407,0.505706428502837,0.25,0.059,1,"FCGR3A+ Mono","chr16-84784649-84786053"
"chr9-74253366-74254149",0.00768330390635783,0.509341961023072,0.25,0.047,1,"FCGR3A+ Mono","chr9-74253366-74254149"
"chr5-142444251-142445081",0.00771202462255192,0.519991121116535,0.15,0.015,1,"FCGR3A+ Mono","chr5-142444251-142445081"
"chr11-75215482-75215944",0.00774109709406117,0.52186532567225,0.15,0.013,1,"FCGR3A+ Mono","chr11-75215482-75215944"
"chr7-29180477-29180936",0.00774651546278978,0.521640899328922,0.15,0.013,1,"FCGR3A+ Mono","chr7-29180477-29180936"
"chr8-37806134-37806657",0.00782199684817858,0.523272334956994,0.15,0.018,1,"FCGR3A+ Mono","chr8-37806134-37806657"
"chr3-28383777-28384387",0.00782598622433515,0.522693491217865,0.15,0.019,1,"FCGR3A+ Mono","chr3-28383777-28384387"
"chr14-23775655-23776530",0.00784004259505451,0.510179897531725,0.25,0.05,1,"FCGR3A+ Mono","chr14-23775655-23776530"
"chr2-46146460-46147126",0.00785393324298969,0.518939705876976,0.15,0.014,1,"FCGR3A+ Mono","chr2-46146460-46147126"
"chr12-54833175-54833903",0.00785912388456011,0.501164688606127,0.2,0.037,1,"FCGR3A+ Mono","chr12-54833175-54833903"
"chrX-41583095-41583548",0.00786597875281336,0.521218189051259,0.15,0.017,1,"FCGR3A+ Mono","chrX-41583095-41583548"
"chr3-14480533-14481968",0.00787669448335971,0.511885527053942,0.25,0.053,1,"FCGR3A+ Mono","chr3-14480533-14481968"
"chr3-171408070-171408457",0.00787892090269123,0.50397904049295,0.1,0.008,1,"FCGR3A+ Mono","chr3-171408070-171408457"
"chrX-23774194-23774724",0.00788226465751253,0.505132701303968,0.15,0.019,1,"FCGR3A+ Mono","chrX-23774194-23774724"
"chr9-139551221-139551679",0.00789180611776936,0.51475274455567,0.15,0.013,1,"FCGR3A+ Mono","chr9-139551221-139551679"
"chr22-46453741-46454445",0.00789432943273624,0.5126452765585,0.25,0.049,1,"FCGR3A+ Mono","chr22-46453741-46454445"
"chr17-19808313-19809160",0.0078974574730062,0.524024721090632,0.15,0.015,1,"FCGR3A+ Mono","chr17-19808313-19809160"
"chr11-76322000-76322480",0.00791367884778267,0.529313005873539,0.15,0.017,1,"FCGR3A+ Mono","chr11-76322000-76322480"
"chr4-153346098-153346619",0.00791881344075782,0.525718620137894,0.2,0.028,1,"FCGR3A+ Mono","chr4-153346098-153346619"
"chr1-246345432-246345802",0.007919280522999,0.506481837277515,0.1,0.006,1,"FCGR3A+ Mono","chr1-246345432-246345802"
"chr5-132315152-132315670",0.00792406462907149,0.527276504275194,0.15,0.018,1,"FCGR3A+ Mono","chr5-132315152-132315670"
"chr13-52136206-52136868",0.00793037735838095,0.522845836255058,0.2,0.037,1,"FCGR3A+ Mono","chr13-52136206-52136868"
"chr20-23321127-23321542",0.00793654558458559,0.521489573931893,0.1,0.006,1,"FCGR3A+ Mono","chr20-23321127-23321542"
"chr7-22614663-22615280",0.00801760330522768,0.521604461709013,0.2,0.032,1,"FCGR3A+ Mono","chr7-22614663-22615280"
"chr14-74955250-74956023",0.00802869814446021,0.515804302510559,0.25,0.048,1,"FCGR3A+ Mono","chr14-74955250-74956023"
"chr6-88192021-88192569",0.0080365894619609,0.533347282523638,0.2,0.027,1,"FCGR3A+ Mono","chr6-88192021-88192569"
"chr9-656836-657645",0.00806514418281555,0.532348469146431,0.2,0.032,1,"FCGR3A+ Mono","chr9-656836-657645"
"chr9-139869245-139870953",0.00806920569247925,0.504075612954638,0.2,0.036,1,"FCGR3A+ Mono","chr9-139869245-139870953"
"chr4-157750315-157750804",0.00807724874092775,0.510494688074887,0.15,0.02,1,"FCGR3A+ Mono","chr4-157750315-157750804"
"chr2-17827305-17827815",0.00808756456776884,0.504442647520382,0.15,0.017,1,"FCGR3A+ Mono","chr2-17827305-17827815"
"chr17-72267395-72267801",0.00809379624985184,0.510807614984057,0.1,0.01,1,"FCGR3A+ Mono","chr17-72267395-72267801"
"chr9-130217521-130218425",0.00810046709391453,0.519372191634899,0.2,0.038,1,"FCGR3A+ Mono","chr9-130217521-130218425"
"chr8-20013023-20013499",0.00811210385741928,0.515414972481059,0.15,0.016,1,"FCGR3A+ Mono","chr8-20013023-20013499"
"chr1-174141361-174141704",0.00813843334319341,0.508122036503517,0.1,0.007,1,"FCGR3A+ Mono","chr1-174141361-174141704"
"chr6-144488838-144491510",0.00813893048614854,0.507607012564473,0.25,0.043,1,"FCGR3A+ Mono","chr6-144488838-144491510"
"chr4-119946576-119947531",0.00817787970832991,0.511804752460516,0.25,0.041,1,"FCGR3A+ Mono","chr4-119946576-119947531"
"chr1-6074646-6075340",0.00817805627421503,0.524997739392321,0.2,0.025,1,"FCGR3A+ Mono","chr1-6074646-6075340"
"chr1-120930299-120930624",0.00817917528565152,0.503055758648758,0.1,0.009,1,"FCGR3A+ Mono","chr1-120930299-120930624"
"chr7-117413551-117414165",0.008179790716715,0.518150829894071,0.2,0.03,1,"FCGR3A+ Mono","chr7-117413551-117414165"
"chr5-134781214-134781658",0.00819629372265217,0.518140436132403,0.15,0.012,1,"FCGR3A+ Mono","chr5-134781214-134781658"
"chr11-67354156-67355979",0.00819697469099213,0.510284278492736,0.25,0.056,1,"FCGR3A+ Mono","chr11-67354156-67355979"
"chr7-36204559-36205286",0.00822606585249769,0.517187514218781,0.25,0.041,1,"FCGR3A+ Mono","chr7-36204559-36205286"
"chr1-178501181-178501858",0.00824096902342556,0.51222262676484,0.15,0.023,1,"FCGR3A+ Mono","chr1-178501181-178501858"
"chr17-45789643-45790023",0.00824947406673759,0.50079780375189,0.1,0.006,1,"FCGR3A+ Mono","chr17-45789643-45790023"
"chr8-142377113-142377600",0.00826798240589958,0.516025756188872,0.15,0.013,1,"FCGR3A+ Mono","chr8-142377113-142377600"
"chr7-43821540-43822100",0.00826925995607451,0.517695460804882,0.15,0.018,1,"FCGR3A+ Mono","chr7-43821540-43822100"
"chr17-13823862-13824101",0.00830295821772387,0.503691955207552,0.1,0.007,1,"FCGR3A+ Mono","chr17-13823862-13824101"
"chr3-101592127-101592919",0.00831819804529413,0.51833493201838,0.2,0.035,1,"FCGR3A+ Mono","chr3-101592127-101592919"
"chr20-8374876-8375477",0.00834604316885527,0.517857516750094,0.2,0.034,1,"FCGR3A+ Mono","chr20-8374876-8375477"
"chr17-29167542-29168290",0.00835724862023124,0.50804916727297,0.25,0.043,1,"FCGR3A+ Mono","chr17-29167542-29168290"
"chr17-42175151-42176050",0.00835926934011893,0.506163914689104,0.25,0.05,1,"FCGR3A+ Mono","chr17-42175151-42176050"
"chr12-1104841-1105561",0.00839328956155092,0.514586013195429,0.2,0.032,1,"FCGR3A+ Mono","chr12-1104841-1105561"
"chr12-32688103-32689045",0.00839421266998521,0.510059609079071,0.2,0.034,1,"FCGR3A+ Mono","chr12-32688103-32689045"
"chr2-31441888-314430161",0.00840343465176844,0.504097989756574,0.25,0.058,1,"FCGR3A+ Mono","chr2-31441888-31443016"
"chr5-7878475-7879372",0.00841209947611284,0.522046538052047,0.2,0.03,1,"FCGR3A+ Mono","chr5-7878475-7879372"
"chr20-42703438-42704539",0.00842760279086326,0.508161972401414,0.2,0.032,1,"FCGR3A+ Mono","chr20-42703438-42704539"
"chr5-55968918-55969503",0.00844356556285449,0.511593551593138,0.2,0.029,1,"FCGR3A+ Mono","chr5-55968918-55969503"
"chr1-212244021-212244466",0.00848835514552518,0.506292794729542,0.15,0.011,1,"FCGR3A+ Mono","chr1-212244021-212244466"
"chr13-49109853-49110336",0.00850521751595727,0.533647650383549,0.15,0.017,1,"FCGR3A+ Mono","chr13-49109853-49110336"
"chr21-40497826-40498266",0.00851257202832875,0.511936773405141,0.15,0.015,1,"FCGR3A+ Mono","chr21-40497826-40498266"
"chr19-15580060-15581187",0.00851658789846706,0.505598753118113,0.2,0.037,1,"FCGR3A+ Mono","chr19-15580060-15581187"
"chr14-90233851-90234563",0.00856779174281498,0.502623586010657,0.2,0.037,1,"FCGR3A+ Mono","chr14-90233851-90234563"
"chr9-86280547-86280970",0.00858806206564234,0.524013664765664,0.15,0.011,1,"FCGR3A+ Mono","chr9-86280547-86280970"
"chr13-42849112-42849935",0.00859107756012291,0.500819130462156,0.15,0.017,1,"FCGR3A+ Mono","chr13-42849112-42849935"
"chr14-88596005-88596820",0.00859737085011295,0.513991423588616,0.25,0.036,1,"FCGR3A+ Mono","chr14-88596005-88596820"
"chr10-126790928-126791129",0.0086069418454915,0.503153781084426,0.1,0.004,1,"FCGR3A+ Mono","chr10-126790928-126791129"
"chr9-102352897-102353609",0.00861717973158187,0.516280142894851,0.2,0.032,1,"FCGR3A+ Mono","chr9-102352897-102353609"
"chr11-67216630-67217423",0.00863890706828153,0.511780363150025,0.15,0.019,1,"FCGR3A+ Mono","chr11-67216630-67217423"
"chr1-41894006-41894572",0.00866899034697202,0.515035390598345,0.15,0.02,1,"FCGR3A+ Mono","chr1-41894006-41894572"
"chr17-80795849-80796728",0.00871155236979364,0.511147090002409,0.25,0.035,1,"FCGR3A+ Mono","chr17-80795849-80796728"
"chr17-961594-962057",0.00874059792381333,0.514523643057117,0.15,0.015,1,"FCGR3A+ Mono","chr17-961594-962057"
"chr5-106699406-106699898",0.00874635015651081,0.515504005361707,0.15,0.014,1,"FCGR3A+ Mono","chr5-106699406-106699898"
"chr6-12363621-12364463",0.00875518778679206,0.504536470699411,0.3,0.06,1,"FCGR3A+ Mono","chr6-12363621-12364463"
"chr6-75976398-75976852",0.00876233912888933,0.515684102192784,0.15,0.014,1,"FCGR3A+ Mono","chr6-75976398-75976852"
"chr20-39269787-39270277",0.00877392024469557,0.510063258469105,0.15,0.017,1,"FCGR3A+ Mono","chr20-39269787-39270277"
"chr6-116538156-116538595",0.00878060991906403,0.518934561036961,0.15,0.015,1,"FCGR3A+ Mono","chr6-116538156-116538595"
"chr12-117323030-117323656",0.00880962228654994,0.510632364938609,0.15,0.016,1,"FCGR3A+ Mono","chr12-117323030-117323656"
"chr1-207928338-207928994",0.00884650374147671,0.526082940318811,0.15,0.017,1,"FCGR3A+ Mono","chr1-207928338-207928994"
"chr13-105829558-105830345",0.00885408783338113,0.51612118011365,0.2,0.03,1,"FCGR3A+ Mono","chr13-105829558-105830345"
"chr7-87943172-87943936",0.00892731463211103,0.514048482186703,0.25,0.046,1,"FCGR3A+ Mono","chr7-87943172-87943936"
"chr3-126942897-126943321",0.00893341852954541,0.514855673621795,0.15,0.015,1,"FCGR3A+ Mono","chr3-126942897-126943321"
"chr17-40350771-40351355",0.00893879595684501,0.513312076671815,0.25,0.041,1,"FCGR3A+ Mono","chr17-40350771-40351355"
"chr19-50456546-50457900",0.00894375906831483,0.50885671737163,0.25,0.05,1,"FCGR3A+ Mono","chr19-50456546-50457900"
"chr5-179587706-179588299",0.00895030567367712,0.518407273693683,0.2,0.034,1,"FCGR3A+ Mono","chr5-179587706-179588299"
"chr17-1640094-1640585",0.00895308296007537,0.509702396305176,0.1,0.007,1,"FCGR3A+ Mono","chr17-1640094-1640585"
"chr14-93835882-93836435",0.00895664008294286,0.5288852061954,0.2,0.026,1,"FCGR3A+ Mono","chr14-93835882-93836435"
"chr8-90982801-90983162",0.00902303035799907,0.513573309183968,0.1,0.009,1,"FCGR3A+ Mono","chr8-90982801-90983162"
"chr11-114025019-114025810",0.009076461599934,0.504629872369414,0.2,0.036,1,"FCGR3A+ Mono","chr11-114025019-114025810"
"chr11-124618429-124619108",0.00909340102472238,0.505875456497234,0.15,0.017,1,"FCGR3A+ Mono","chr11-124618429-124619108"
"chr6-89754552-89755172",0.00910990764760712,0.506520886241332,0.2,0.038,1,"FCGR3A+ Mono","chr6-89754552-89755172"
"chr15-67478013-67478874",0.00912268211083615,0.505705350894208,0.15,0.019,1,"FCGR3A+ Mono","chr15-67478013-67478874"
"chr14-65541061-65542764",0.00915345462499253,0.506867551977716,0.25,0.055,1,"FCGR3A+ Mono","chr14-65541061-65542764"
"chr10-125860199-125860665",0.00916093311262187,0.50675856503386,0.15,0.012,1,"FCGR3A+ Mono","chr10-125860199-125860665"
"chr18-8786269-8787043",0.00920918655737978,0.518218667793293,0.2,0.03,1,"FCGR3A+ Mono","chr18-8786269-8787043"
"chr7-37771609-37772363",0.0092424614994909,0.502048425425453,0.2,0.04,1,"FCGR3A+ Mono","chr7-37771609-37772363"
"chr17-27434110-27434627",0.00925490200779581,0.516332020736352,0.2,0.019,1,"FCGR3A+ Mono","chr17-27434110-27434627"
"chr20-861846-862746",0.00925582212649555,0.501074634040948,0.25,0.05,1,"FCGR3A+ Mono","chr20-861846-862746"
"chr1-221055723-221056686",0.00933651159734662,0.510034600623512,0.25,0.043,1,"FCGR3A+ Mono","chr1-221055723-221056686"
"chr3-157335765-157336364",0.0093726422895718,0.500722829725798,0.2,0.035,1,"FCGR3A+ Mono","chr3-157335765-157336364"
"chr10-73565253-73566365",0.00938087707261427,0.503107201529112,0.3,0.054,1,"FCGR3A+ Mono","chr10-73565253-73566365"
"chr21-40105762-40106624",0.00941012888776982,0.504567369068406,0.25,0.042,1,"FCGR3A+ Mono","chr21-40105762-40106624"
"chr3-122755408-122755906",0.00950156238390619,0.511734951401987,0.15,0.021,1,"FCGR3A+ Mono","chr3-122755408-122755906"
"chr1-41740243-41741203",0.00951227719369398,0.500336834202135,0.25,0.053,1,"FCGR3A+ Mono","chr1-41740243-41741203"
